species,ps.type,little.d13.org,big.D13.org,big.D13.merged,latitude,longitude,author,year
Ocotea sp2,C3,-31.89,NA,23.9436236648218,-8.45,-63.23,unpub,NA
Onychopetalum periquino,C3,-32.39,NA,24.4436236648218,-8.45,-63.23,unpub,NA
Ormosia sp,C3,-28.98,NA,21.0336236648218,-8.45,-63.23,unpub,NA
Oxandra xylopioides,C3,-32.49666667,NA,24.5502903348218,-8.45,-63.23,unpub,NA
Parkia nitida,C3,-31.52666667,NA,23.5802903348218,-8.45,-63.23,unpub,NA
Paypayrola guianensis,C3,-33.65,NA,25.7036236648218,-8.45,-63.23,unpub,NA
Peltogyne heterophylla,C3,-29.66333333,NA,21.7169569948218,-8.45,-63.23,unpub,NA
Peltogyne prancei,C3,-28.69,NA,20.7436236648218,-8.45,-63.23,unpub,NA
Zygia cauliflora,C3,-34.37,NA,26.4236236648218,-8.45,-63.23,unpub,NA
Pithecellobium racemosum,C3,-29.17,NA,21.2236236648218,-8.45,-63.23,unpub,NA
Acosmium cardenasii,C3,-29.58,NA,21.6336236648218,-8.45,-63.23,unpub,NA
Pouteria sp,C3,-31.04,NA,23.0936236648218,-8.45,-63.23,unpub,NA
Protium carnosum,C3,-32.21,NA,24.2636236648218,-8.45,-63.23,unpub,NA
Protium sagotianum,C3,-33.19,NA,25.2436236648218,-8.45,-63.23,unpub,NA
Protium krukoffii,C3,-32.51,NA,24.5636236648218,-8.45,-63.23,unpub,NA
Protium robustum,C3,-33.24,NA,25.2936236648218,-8.45,-63.23,unpub,NA
Protium opacum,C3,-31.85666667,NA,23.9102903348218,-8.45,-63.23,unpub,NA
Protium paniculatum,C3,-31.2375,NA,23.2911236648218,-8.45,-63.23,unpub,NA
Protium robustum,C3,-32.8375,NA,24.8911236648218,-8.45,-63.23,unpub,NA
Protium sp,C3,-31.60666667,NA,23.6602903348218,-8.45,-63.23,unpub,NA
Pseudolmedia laevis,C3,-31.84,NA,23.8936236648218,-8.45,-63.23,unpub,NA
Matisia ochrocalyx,C3,-33.575,NA,25.6286236648218,-8.45,-63.23,unpub,NA
Rauvolfia paraensis,C3,-28.49,NA,20.5436236648218,-8.45,-63.23,unpub,NA
Rheedia sp,C3,-33.61,NA,25.6636236648218,-8.45,-63.23,unpub,NA
Sclerolobium chrysophyllum,C3,-32.47,NA,24.5236236648218,-8.45,-63.23,unpub,NA
Sclerolobium rugosum,C3,-31.65,NA,23.7036236648218,-8.45,-63.23,unpub,NA
Sclerolobium setiferum,C3,-30.97,NA,23.0236236648218,-8.45,-63.23,unpub,NA
Sorocea guilleminiana,C3,-31.825,NA,23.8786236648218,-8.45,-63.23,unpub,NA
Sterculia excelsa,C3,-30.22,NA,22.2736236648218,-8.45,-63.23,unpub,NA
Swartzia cf.,C3,-29.45,NA,21.5036236648218,-8.45,-63.23,unpub,NA
Tachigali cavipes,C3,-30.64,NA,22.6936236648218,-8.45,-63.23,unpub,NA
Tachigali paniculata,C3,-31.24,NA,23.2936236648218,-8.45,-63.23,unpub,NA
Tachigali sp,C3,-31.56833333,NA,23.6219569948218,-8.45,-63.23,unpub,NA
Tetragastris sp,C3,-32.33,NA,24.3836236648218,-8.45,-63.23,unpub,NA
Theobroma subincanum,C3,-33.31,NA,25.3636236648218,-8.45,-63.23,unpub,NA
Toulicia reticulata,C3,-29.74,NA,21.7936236648218,-8.45,-63.23,unpub,NA
Touroulia guianensis,C3,-31.24,NA,23.2936236648218,-8.45,-63.23,unpub,NA
Tovomita sp,C3,-31.25,NA,23.3036236648218,-8.45,-63.23,unpub,NA
Trymatococcus amazonicus,C3,-31.315,NA,23.3686236648218,-8.45,-63.23,unpub,NA
Virola nervosa,C3,-33.24,NA,25.2936236648218,-8.45,-63.23,unpub,NA
Virola pavonis,C3,-32.75666667,NA,24.8102903348218,-8.45,-63.23,unpub,NA
Xylopia cayennensis,C3,-32.42,NA,24.4736236648218,-8.45,-63.23,unpub,NA
Eucalyptus lucasii,C3,-26.78666667,NA,18.7571210870745,-26.996,125.559,Schulze_etal,2006
Eucalyptus victrix,C3,-26.86333333,NA,18.8337877470745,-26.996,125.559,Schulze_etal,2006
Corymbia terminalis,C3,-27.575,NA,19.5454544170745,-26.996,125.594,Schulze_etal,2006
Corymbia terminalis,C3,-26.97,NA,18.9404533000499,-26.999,125.534,Schulze_etal,2006
Eucalyptus youngiana,C3,-27.97,NA,19.9404533000499,-26.999,125.534,Schulze_etal,2006
Astronium graveolens,C3,-30.3,NA,22.5009847133308,10.75,-85.5,Leffler_Enquist,2002
Ateleia herbert-smithii,C3,-31.1,NA,23.3009847133308,10.75,-85.5,Leffler_Enquist,2002
Brosimum alicastrum,C3,-30.5,NA,22.7009847133308,10.75,-85.5,Leffler_Enquist,2002
Bunchosia biocellata,C3,-30,NA,22.2009847133308,10.75,-85.5,Leffler_Enquist,2002
Calycophyllum candidissimum,C3,-30.7,NA,22.9009847133308,10.75,-85.5,Leffler_Enquist,2002
Capparis indica,C3,-29.3,NA,21.5009847133308,10.75,-85.5,Leffler_Enquist,2002
Casearia sylvestris,C3,-30,NA,22.2009847133308,10.75,-85.5,Leffler_Enquist,2002
Chrysophyllum brenesii,C3,-31.1,NA,23.3009847133308,10.75,-85.5,Leffler_Enquist,2002
Cordia alliodora,C3,-28.6,NA,20.8009847133308,10.75,-85.5,Leffler_Enquist,2002
Cupania guatemalensis,C3,-30.3,NA,22.5009847133308,10.75,-85.5,Leffler_Enquist,2002
Diospyros nicaraguensis,C3,-30.4,NA,22.6009847133308,10.75,-85.5,Leffler_Enquist,2002
Genipa americana,C3,-29.5,NA,21.7009847133308,10.75,-85.5,Leffler_Enquist,2002
Guarea glabra,C3,-29.5,NA,21.7009847133308,10.75,-85.5,Leffler_Enquist,2002
Guettarda macrosperma,C3,-30.5,NA,22.7009847133308,10.75,-85.5,Leffler_Enquist,2002
Hymenaea courbaril,C3,-29,NA,21.2009847133308,10.75,-85.5,Leffler_Enquist,2002
Manilkara chicle,C3,-28.6,NA,20.8009847133308,10.75,-85.5,Leffler_Enquist,2002
Ocotea veraguensis,C3,-30.7,NA,22.9009847133308,10.75,-85.5,Leffler_Enquist,2002
Piper amalago,C3,-31.2,NA,23.4009847133308,10.75,-85.5,Leffler_Enquist,2002
Semialarium mexicanum,C3,-28.2,NA,20.4009847133308,10.75,-85.5,Leffler_Enquist,2002
Sideroxylon capiri,C3,-28.5,NA,20.7009847133308,10.75,-85.5,Leffler_Enquist,2002
Tabebuia ochracea,C3,-31.4,NA,23.6009847133308,10.75,-85.5,Leffler_Enquist,2002
Trophis racemosa,C3,-31.5,NA,23.7009847133308,10.75,-85.5,Leffler_Enquist,2002
Zanthoxylum setulosum,C3,-27.7,NA,19.9009847133308,10.75,-85.5,Leffler_Enquist,2002
Nothofagus antarctica,C3,NA,23.3,23.3,-39.55,-72.05,Read_etal,1985
Arbutus menziesii,C3,-27.05,NA,18.9781485092124,37.01,-122.06,Deifendorf_etal,2010
Corylus californica,C3,-29.84,NA,21.7681485092124,37.01,-122.06,Deifendorf_etal,2010
Quercus agrifolia,C3,-27.46,NA,19.3881485092124,37.01,-122.06,Deifendorf_etal,2010
Umbellularia californica,C3,-27.15,NA,19.0781485092124,37.01,-122.06,Deifendorf_etal,2010
Vaccinium ovatum,C3,-28.22,NA,20.1481485092124,37.01,-122.06,Deifendorf_etal,2010
Larix occidentalis,C3,-27.67,20.335,20.335,48.417,-115.8,Kloeppel_etal,1998
Pinus contorta,C3,-28.18,20.875,20.875,48.417,-115.8,Kloeppel_etal,1998
Adenostoma fasciculatum,C3,-26.94688929,NA,19.0043418555558,34.5,-119.82,Bhaskar_etal,2007
Arctostaphylos glandulosa,C3,-27.34394372,NA,19.4013962855558,34.5,-119.82,Bhaskar_etal,2007
Arctostaphylos glauca,C3,-25.84570305,NA,17.9031556155558,34.5,-119.82,Bhaskar_etal,2007
Ceanothus crassifolius,C3,-25.07025236,NA,17.1277049255558,34.5,-119.82,Bhaskar_etal,2007
Cercocarpus betuloides,C3,-24.87071092,NA,16.9281634855558,34.5,-119.82,Bhaskar_etal,2007
Dendromecon rigida,C3,-26.67458317,NA,18.7320357355558,34.5,-119.82,Bhaskar_etal,2007
Eriodictyon traskiae,C3,-26.36919661,NA,18.4266491755558,34.5,-119.82,Bhaskar_etal,2007
Garrya elliptica,C3,-25.2021203,NA,17.2595728655558,34.5,-119.82,Bhaskar_etal,2007
Heteromeles salicifolia,C3,-26.11963849,NA,18.1770910555558,34.5,-119.82,Bhaskar_etal,2007
Laurocerasus ilicifolia,C3,-25.89962096,NA,17.9570735255558,34.5,-119.82,Bhaskar_etal,2007
Quercus berberidifolia,C3,-26.62542392,NA,18.6828764855558,34.5,-119.82,Bhaskar_etal,2007
Rhus ovata,C3,-23.91149558,NA,15.9689481455558,34.5,-119.82,Bhaskar_etal,2007
Salvia mellifera,C3,-25.30832228,NA,17.3657748455558,34.5,-119.82,Bhaskar_etal,2007
Beckwithia glacialis,C3,-26.4,19.3,19.3,78.1,15.5,Korner_etal,1991
Ranunculus acris,C3,-29.15,22,22,78.1,15.5,Korner_etal,1991
Arnica angustifolia,C3,-28.64,20.8,20.8,78.1,15.5,Korner_etal,1991
Cerastium regelii,C3,-26.18,18.3,18.3,78.1,15.5,Korner_etal,1991
Draba oblongata,C3,-29.87,22,22,78.1,15.5,Korner_etal,1991
Ranunculus hyperboreus,C3,-25.42,17.6,17.6,78.1,15.5,Korner_etal,1991
Cerastium arcticum,C3,-26.75,18.9,18.9,78.1,15.5,Korner_etal,1991
Papaver radicatum,C3,-27.85,19.9,19.9,78.1,15.5,Korner_etal,1991
Polemonium boreale,C3,-27.67,19.8,19.8,78.1,15.5,Korner_etal,1991
Potentilla crantzii,C3,-27.26,19.4,19.4,78.1,15.5,Korner_etal,1991
Potentilla hyparctica,C3,-28.25,20.4,20.4,78.1,15.5,Korner_etal,1991
Potentilla pulchella,C3,-28.83,21,21,78.1,15.5,Korner_etal,1991
Ranunculus lapponicus,C3,-26.58,18.7,18.7,78.1,15.5,Korner_etal,1991
Ranunculus nivalis,C3,-27.68,19.8,19.8,78.1,15.5,Korner_etal,1991
Coptidium spitsbergense,C3,-27.71,19.8,19.8,78.1,15.5,Korner_etal,1991
Ranunculus grayi,C3,-27.83,20,20,78.1,15.5,Korner_etal,1991
Ranunculus pygmaeus,C3,-26.06,18.2,18.2,78.1,15.5,Korner_etal,1991
Ranunculus spitzbergensis,C3,-27.1,19.3,19.3,78.1,15.5,Korner_etal,1991
Stellaria crassipes,C3,-25.92,18.1,18.1,78.1,15.5,Korner_etal,1991
Taraxacum arcticum,C3,-28.22,20.4,20.4,78.1,15.5,Korner_etal,1991
Pinus sylvestris,C3,-26.83,NA,19.035993389874,47.5,8.33,NA,NA
Billbergia amoena,CAM,-15,7.2,7.2,-22.817,-41.983,Scarano_etal,2001
Bougainvillea spectabilis,C3,-28.9,21.4,21.4,-22.817,-41.983,Scarano_etal,2001
Machaerium obovatum,C3,-27.1,19.6,19.6,-22.817,-41.983,Scarano_etal,2001
Myrsine sp.,C3,-28.1,20.7,20.7,-22.817,-41.983,Scarano_etal,2001
Brasiliopuntia brasiliensis,CAM,-12.75,4.75,4.75,-22.817,-41.983,Scarano_etal,2001
Pereskia aculeata,CAM,-23.5,15.8,15.8,-22.817,-41.983,Scarano_etal,2001
Aechmea floribunda,CAM,-14.6,6.7,6.7,-22.817,-41.983,Scarano_etal,2001
Vanilla chamissonis,CAM,-14.1,6.2,6.2,-22.817,-41.983,Scarano_etal,2001
Quercus faginea,C3,-25.972,NA,18.0696161327163,40.88,-6.62,unpub,NA
Quercus acrodonta,C3,-28.03,NA,20.1276161327163,40.88,-6.62,unpub,NA
Larix olgensis,C3,-27.82,20.48,20.48,37.65,112.35,Kloeppel_etal,1998
Pinus sylvestris,C3,-26.86,19.49,19.49,37.65,112.35,Kloeppel_etal,1998
Reaumuria soongarica,C3,-26.92,NA,19.0082088933561,37.433,104.917,Ma_etal,2007
Reaumuria soongarica,C3,-26.43,NA,18.537422239412,44.533,85.733,Ma_etal,2007
Agropyron badamense,C3,-28.47,NA,20.5165052781732,38.783,110.35,Zheng_Shangguan,2007
Astragalus adsurgens,C3,-27.93,NA,19.9765052781732,38.783,110.35,Zheng_Shangguan,2007
Caragana korshinskii,C3,-27,NA,19.0465052781732,38.783,110.35,Zheng_Shangguan,2007
Elaeagnus rhamnoides,C3,-22.66,NA,14.7065052781732,38.783,110.35,Zheng_Shangguan,2007
Lespedeza davurica,C3,-27.34,NA,19.3865052781732,38.783,110.35,Zheng_Shangguan,2007
Medicago caucasica,C3,-26.76,NA,18.8065052781732,38.783,110.35,Zheng_Shangguan,2007
Pinus tabuliformis,C3,-25.33,NA,17.3765052781732,38.783,110.35,Zheng_Shangguan,2007
Populus manshurica,C3,-27.49,NA,19.5365052781732,38.783,110.35,Zheng_Shangguan,2007
Salix gracilior,C3,-25.67,NA,17.7165052781732,38.783,110.35,Zheng_Shangguan,2007
Ulmus pumila,C3,-26.3,NA,18.3465052781732,38.783,110.35,Zheng_Shangguan,2007
Ziziphus jujuba,C3,-26.14,NA,18.1865052781732,38.783,110.35,Zheng_Shangguan,2007
Eucalyptus leptopoda,C3,-26.33333333,NA,18.3037721438755,-27.038,125.236,Schulze_etal,2006
Eucalyptus lucasii,C3,-26.16666667,NA,18.1371054838755,-27.038,125.236,Schulze_etal,2006
Aphelandra pulcherrima,C3,-31.633,NA,23.9471912200731,10.617,-61.267,Broadmeadow_etal,2002
Brosimum alicastrum,C3,-26.86,NA,19.1741912200731,10.617,-61.267,Broadmeadow_etal,2002
Casearia guianensis,C3,-29.2,NA,21.5141912200731,10.617,-61.267,Broadmeadow_etal,2002
Lundia corymbifera,C3,-27.18,NA,19.4941912200731,10.617,-61.267,Broadmeadow_etal,2002
Philodendron krugii,C3,-26.525,NA,18.8391912200731,10.617,-61.267,Broadmeadow_etal,2002
Swietenia macrophylla,C3,-28,NA,20.3141912200731,10.617,-61.267,Broadmeadow_etal,2002
Tabernaemontana attenuata,C3,-29.367,NA,21.6811912200731,10.617,-61.267,Broadmeadow_etal,2002
Achillea millefolium,C3,-30.60356,NA,22.7563398010497,44.517,-121.617,Lambrecht_Dawson,2007
Hippuris vulgaris,C3,-29.2,NA,21.96371066165,78.883,-75.917,Blake_etal,1977
Elymus arizonicus,C3,NA,19.3,19.3,40.77,-111.8,Smedley_etal,1991
Alyssum simplex,C3,NA,19.54,19.54,40.77,-111.8,Smedley_etal,1991
Ambrosia psilostachya,C3,NA,18.67,18.67,40.77,-111.8,Smedley_etal,1991
Artemisia longifolia,C3,NA,19.2,19.2,40.77,-111.8,Smedley_etal,1991
Symphyotrichum ascendens,C3,NA,19.09,19.09,40.77,-111.8,Smedley_etal,1991
Astragalus cibarius,C3,NA,18.66,18.66,40.77,-111.8,Smedley_etal,1991
Astragalus utahensis,C3,NA,19.72,19.72,40.77,-111.8,Smedley_etal,1991
Balsamorhiza macrophylla,C3,NA,17.97,17.97,40.77,-111.8,Smedley_etal,1991
Balsamorhiza sagittata,C3,NA,18.92,18.92,40.77,-111.8,Smedley_etal,1991
Bromus tectorum,C3,NA,19.49,19.49,40.77,-111.8,Smedley_etal,1991
Camelina microcarpa,C3,NA,20.48,20.48,40.77,-111.8,Smedley_etal,1991
Cirsium ciliolatum,C3,NA,18.4,18.4,40.77,-111.8,Smedley_etal,1991
Comandra umbellata,C3,NA,22.27,22.27,40.77,-111.8,Smedley_etal,1991
Crepis monticola,C3,NA,19.66,19.66,40.77,-111.8,Smedley_etal,1991
Cryptantha incana,C3,NA,21,21,40.77,-111.8,Smedley_etal,1991
Cymopterus longipes,C3,NA,19.31,19.31,40.77,-111.8,Smedley_etal,1991
Erigeron divergens,C3,NA,19.29,19.29,40.77,-111.8,Smedley_etal,1991
Erodium cicutarium,C3,NA,21.55,21.55,40.77,-111.8,Smedley_etal,1991
Galium aparine,C3,NA,21.41,21.41,40.77,-111.8,Smedley_etal,1991
Grindelia squarrosa,C3,NA,19.33,19.33,40.77,-111.8,Smedley_etal,1991
Gutierrezia microcephala,C3,NA,18.47,18.47,40.77,-111.8,Smedley_etal,1991
Hedysarum boreale,C3,NA,18.96,18.96,40.77,-111.8,Smedley_etal,1991
Lactuca serriola,C3,NA,18.94,18.94,40.77,-111.8,Smedley_etal,1991
Lepidium perfoliatum,C3,NA,19.44,19.44,40.77,-111.8,Smedley_etal,1991
Linaria dalmatica,C3,NA,18.63,18.63,40.77,-111.8,Smedley_etal,1991
Lithospermum arvense,C3,NA,20.29,20.29,40.77,-111.8,Smedley_etal,1991
Lomatium triternatum,C3,NA,19.99,19.99,40.77,-111.8,Smedley_etal,1991
Lupinus argenteus,C3,NA,19.4,19.4,40.77,-111.8,Smedley_etal,1991
Lygodesmia grandiflora,C3,NA,19.63,19.63,40.77,-111.8,Smedley_etal,1991
Melica bulbosa,C3,NA,19.13,19.13,40.77,-111.8,Smedley_etal,1991
Microseris nutans,C3,NA,20.14,20.14,40.77,-111.8,Smedley_etal,1991
Phlox gladiformis,C3,NA,18.01,18.01,40.77,-111.8,Smedley_etal,1991
Poa bulbosa,C3,NA,18.77,18.77,40.77,-111.8,Smedley_etal,1991
Ceratocephala testiculata,C3,NA,20.13,20.13,40.77,-111.8,Smedley_etal,1991
Senecio integerrimus,C3,NA,19.76,19.76,40.77,-111.8,Smedley_etal,1991
Sisymbrium altissimum,C3,NA,20.69,20.69,40.77,-111.8,Smedley_etal,1991
Sphaeralcea coccinea,C3,NA,19.8,19.8,40.77,-111.8,Smedley_etal,1991
Stipa comata,C3,NA,18,18,40.77,-111.8,Smedley_etal,1991
Tragopogon dubius,C3,NA,19.44,19.44,40.77,-111.8,Smedley_etal,1991
Vicia americana,C3,NA,18.71,18.71,40.77,-111.8,Smedley_etal,1991
Wyethia amplexicaulis,C3,NA,19.34,19.34,40.77,-111.8,Smedley_etal,1991
Toxicoscordion paniculatum,C3,NA,17.99,17.99,40.77,-111.8,Smedley_etal,1991
(Asteraceae1 sp.,C3,-26.67,19.1,19.1,37,-118.5,Korner_etal,1991
Draba incrassata,C3,-25.77,18.2,18.2,37,-118.5,Korner_etal,1991
Oxyria digyna,C3,-25.43,17.9,17.9,37,-118.5,Korner_etal,1991
Penstemon davidsonii,C3,-25.43,17.9,17.9,37,-118.5,Korner_etal,1991
Polemonium eximium,C3,-25.63,18.1,18.1,37,-118.5,Korner_etal,1991
Pinus strobiformis,C3,-25.3,NA,17.4277981301663,35.317,-111.717,NA,NA
Populus tremuloides,C3,-27.5,NA,19.6277981301663,35.317,-111.717,NA,NA
Pseudotsuga macrocarpa,C3,-25.1,NA,17.2277981301663,35.317,-111.717,NA,NA
Sequoia sempervirens,C3,-24.0772,NA,16.2134578586703,38.4,-122.983,Burgess_Dawson,2007
Encelia farinosa,C3,NA,17.25,17.25,34.883,-114.4,Sandquist_etal,1993
Larrea tridentata,C3,NA,15.86,15.86,34.883,-114.4,Sandquist_etal,1993
Reaumuria soongarica,C3,-24.68,NA,16.7762233653964,40.367,95.85,Ma_etal,2007
Reaumuria soongarica,C3,-26.86,NA,18.9506745166564,38.333,106.433,Ma_etal,2007
Reaumuria soongarica,C3,-27.47,NA,19.5582555098892,37.45,105.217,Ma_etal,2007
Abarema curvicarpa,C3,-29.2,NA,21.3214788261983,5.3,-53.5,Bonal_etal,2000
Brosimum guianense,C3,-29.6,NA,21.7214788261983,5.3,-53.5,Bonal_etal,2000
Couepia caryophylloides,C3,-30.7,NA,22.8214788261983,5.3,-53.5,Bonal_etal,2000
Ecclinusa guianensis,C3,-29.9,NA,22.0214788261983,5.3,-53.5,Bonal_etal,2000
Eschweilera decolorans,C3,-31.1,NA,23.2214788261983,5.3,-53.5,Bonal_etal,2000
Eschweilera micrantha,C3,-31.8,NA,23.9214788261983,5.3,-53.5,Bonal_etal,2000
Eschweilera parviflora,C3,-30.7,NA,22.8214788261983,5.3,-53.5,Bonal_etal,2000
Eschweilera sagotiana,C3,-32.2,NA,24.3214788261983,5.3,-53.5,Bonal_etal,2000
Glycydendron amazonicum,C3,-30.8,NA,22.9214788261983,5.3,-53.5,Bonal_etal,2000
Humiriastrum subcrenatum,C3,-34.8,NA,26.9214788261983,5.3,-53.5,Bonal_etal,2000
Inga paraensis,C3,-28.3,NA,20.4214788261983,5.3,-53.5,Bonal_etal,2000
Lecythis persistens,C3,-30.7,NA,22.8214788261983,5.3,-53.5,Bonal_etal,2000
Peltogyne venosa,C3,-29.7,NA,21.8214788261983,5.3,-53.5,Bonal_etal,2000
Poraqueiba guianensis,C3,-32.9,NA,25.0214788261983,5.3,-53.5,Bonal_etal,2000
Pouteria guianensis,C3,-32.8,NA,24.9214788261983,5.3,-53.5,Bonal_etal,2000
Protium subserratum,C3,-31.1,NA,23.2214788261983,5.3,-53.5,Bonal_etal,2000
Pseudopiptadenia suaveolens,C3,-29,NA,21.1214788261983,5.3,-53.5,Bonal_etal,2000
Sclerolobium albiflorum,C3,-30,NA,22.1214788261983,5.3,-53.5,Bonal_etal,2000
Tetragastris panamensis,C3,-28.7,NA,20.8214788261983,5.3,-53.5,Bonal_etal,2000
Thyrsodium guianense,C3,-30.2,NA,22.3214788261983,5.3,-53.5,Bonal_etal,2000
Vantanea parviflora,C3,-30.1,NA,22.2214788261983,5.3,-53.5,Bonal_etal,2000
Virola michelii,C3,-31.7,NA,23.8214788261983,5.3,-53.5,Bonal_etal,2000
Amanoa congesta,C3,-28.4,NA,20.5214788261983,5.3,-53.5,Bonal_etal,2000
Couepia guianensis,C3,-31.7,NA,23.8214788261983,5.3,-53.5,Bonal_etal,2000
Couma guianensis,C3,-28.9,NA,21.0214788261983,5.3,-53.5,Bonal_etal,2000
Dacryodes nitens,C3,-31.7,NA,23.8214788261983,5.3,-53.5,Bonal_etal,2000
Eschweilera coriacea,C3,-31.1,NA,23.2214788261983,5.3,-53.5,Bonal_etal,2000
Hevea guianensis,C3,-29.2,NA,21.3214788261983,5.3,-53.5,Bonal_etal,2000
Laetia procera,C3,-31.3,NA,23.4214788261983,5.3,-53.5,Bonal_etal,2000
Licania glabriflora,C3,-32.1,NA,24.2214788261983,5.3,-53.5,Bonal_etal,2000
Licania granvillei,C3,-31,NA,23.1214788261983,5.3,-53.5,Bonal_etal,2000
Micropholis gianensisb,C3,-32.4,NA,24.5214788261983,5.3,-53.5,Bonal_etal,2000
Micropholis venulosa,C3,-30.6,NA,22.7214788261983,5.3,-53.5,Bonal_etal,2000
Parinari excelsa,C3,-30.8,NA,22.9214788261983,5.3,-53.5,Bonal_etal,2000
Platonia insignis,C3,-28,NA,20.1214788261983,5.3,-53.5,Bonal_etal,2000
Pouteria eugeniifolia,C3,-28.8,NA,20.9214788261983,5.3,-53.5,Bonal_etal,2000
Pouteria grandis,C3,-30.4,NA,22.5214788261983,5.3,-53.5,Bonal_etal,2000
Pouteria melanopoda,C3,-29.1,NA,21.2214788261983,5.3,-53.5,Bonal_etal,2000
Schefflera decaphylla,C3,-30.2,NA,22.3214788261983,5.3,-53.5,Bonal_etal,2000
Larix decidua,C3,-26.19,18.78,18.78,46.4,9.8,Kloeppel_etal,1998
Picea abies,C3,-25.73,18.3,18.3,46.4,9.8,Kloeppel_etal,1998
Corymbia calophylla,C3,-27.51,NA,19.4788069665854,-34.379,117.78,Schulze_etal,2006
Eucalyptus marginata,C3,-26.79666667,NA,18.7654736365854,-34.379,117.78,Schulze_etal,2006
Eucalyptus wandoo,C3,-27.61333333,NA,19.5821402965854,-34.379,117.78,Schulze_etal,2006
Acalypha caturus,C3,-28.15,NA,20.1912192424403,-1.417,120.33,Juhrbandt,2004
Grewia glabra,C3,-28.26,NA,20.3012192424403,-1.417,120.33,Juhrbandt,2004
Alchornea sicca,C3,-27.88,NA,19.9212192424403,-1.417,120.33,Juhrbandt,2004
Macaranga hispida,C3,-28.42,NA,20.4612192424403,-1.417,120.33,Juhrbandt,2004
Macaranga tanarius,C3,-27.59,NA,19.6312192424403,-1.417,120.33,Juhrbandt,2004
Mallotus barbatus,C3,-27.49,NA,19.5312192424403,-1.417,120.33,Juhrbandt,2004
Pipturus argenteus,C3,-27.76,NA,19.8012192424403,-1.417,120.33,Juhrbandt,2004
Trema orientalis,C3,-27.61,NA,19.6512192424403,-1.417,120.33,Juhrbandt,2004
Acacia floribunda,C3,-31.4,NA,23.4823850801193,-33.58,151.3,unpub,NA
Allocasuarina sp,C3,-30.3,NA,22.3823850801193,-33.58,151.3,unpub,NA
Astrotricha floccosa,C3,-28.2,NA,20.2823850801193,-33.58,151.3,unpub,NA
Correa reflexa,C3,-31.3,NA,23.3823850801193,-33.58,151.3,unpub,NA
Dodonaea triquetra,C3,-28.6,NA,20.6823850801193,-33.58,151.3,unpub,NA
Eucalyptus beyeri,C3,-31.7,NA,23.7823850801193,-33.58,151.3,unpub,NA
Eucalyptus carnea,C3,-29.4,NA,21.4823850801193,-33.58,151.3,unpub,NA
Gompholobium latifolium,C3,-32.5,NA,24.5823850801193,-33.58,151.3,unpub,NA
Lasiopetalum ferrugineum,C3,-30.4,NA,22.4823850801193,-33.58,151.3,unpub,NA
Leptospermum liversidgei,C3,-29.7,NA,21.7823850801193,-33.58,151.3,unpub,NA
Lomatia silaifolia,C3,-29.5,NA,21.5823850801193,-33.58,151.3,unpub,NA
Macrozamia communis,C3,-28.2,NA,20.2823850801193,-33.58,151.3,unpub,NA
Persoonia linearis,C3,-30.5,NA,22.5823850801193,-33.58,151.3,unpub,NA
Pomaderris ferruginea,C3,-30.6,NA,22.6823850801193,-33.58,151.3,unpub,NA
Pultenaea daphnoides,C3,-29.8,NA,21.8823850801193,-33.58,151.3,unpub,NA
Pultenaea flexilis,C3,-29.4,NA,21.4823850801193,-33.58,151.3,unpub,NA
Syncarpia glomulifera,C3,-29.2,NA,21.2823850801193,-33.58,151.3,unpub,NA
Synoum glandulosum,C3,-29,NA,21.0823850801193,-33.58,151.3,unpub,NA
Xylomelum pyriforme,C3,-29.2,NA,21.2823850801193,-33.58,151.3,unpub,NA
Acacia suaveolens,C3,-29.6,NA,21.6823740602752,-33.68,151.13,unpub,NA
Banksia marginata,C3,-28.8,NA,20.8823740602752,-33.68,151.13,unpub,NA
Boronia glabra,C3,-30.8,NA,22.8823740602752,-33.68,151.13,unpub,NA
Corymbia gummifera,C3,-27.2,NA,19.2823740602752,-33.68,151.13,unpub,NA
Eriostemon australasius,C3,-29.7,NA,21.7823740602752,-33.68,151.13,unpub,NA
Eucalyptus haemastoma,C3,-29.4,NA,21.4823740602752,-33.68,151.13,unpub,NA
Gompholobium glabratum,C3,-28.6,NA,20.6823740602752,-33.68,151.13,unpub,NA
Grevillea buxifolia,C3,-29.1,NA,21.1823740602752,-33.68,151.13,unpub,NA
Grevillea speciosa,C3,-28.8,NA,20.8823740602752,-33.68,151.13,unpub,NA
Hakea dactyloides,C3,-28.9,NA,20.9823740602752,-33.68,151.13,unpub,NA
Hakea teretifolia,C3,-28.2,NA,20.2823740602752,-33.68,151.13,unpub,NA
Hibbertia bracteata,C3,-28.9,NA,20.9823740602752,-33.68,151.13,unpub,NA
Lambertia formosa,C3,-28.6,NA,20.6823740602752,-33.68,151.13,unpub,NA
Leptospermum trinervium,C3,-30.9,NA,22.9823740602752,-33.68,151.13,unpub,NA
Persoonia levis,C3,-29,NA,21.0823740602752,-33.68,151.13,unpub,NA
Phyllota phylicoides,C3,-29.5,NA,21.5823740602752,-33.68,151.13,unpub,NA
Pimelea linifolia,C3,-29.9,NA,21.9823740602752,-33.68,151.13,unpub,NA
Amelanchier denticulata,C3,-26.51758489,NA,18.5319009537351,18.25,-97.43,Bhaskar_etal,2007
Citharexylum oleinum,C3,-25.66880204,NA,17.6831181037351,18.25,-97.43,Bhaskar_etal,2007
